App,Report Title,Tool,MetaData.Column.Name,Metric,Dataset Variant,Instruction,Input,Output
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a detailed example of this metric,A2L %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a detailed example of this metric,A2L Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a detailed example of this metric,Applied to Leased %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,What is a clear and detailed illustration of this measurement?,Applied to Leased Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,What is a clear and detailed illustration of this measurement?,A2L %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,What is a clear and detailed illustration of this measurement?,A2L Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,What is a clear and detailed illustration of this measurement?,Applied to Leased %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,How can you illustrate this metric with a concrete case?,Applied to Leased Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,How can you illustrate this metric with a concrete case?,A2L %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,How can you illustrate this metric with a concrete case?,A2L Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,How can you illustrate this metric with a concrete case?,Applied to Leased %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a comprehensive example of how this metric is derived,Applied to Leased Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a comprehensive example of how this metric is derived,A2L %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a comprehensive example of how this metric is derived,A2L Ratio,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,Clean,Give me a comprehensive example of how this metric is derived,Applied to Leased %,"For example:
- There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 20.0%,25.0%,30.0%,35.0%, 40.0%,45.0%,50.0%, and 55.0% respectively for the month of January.
- The 25th percentile value for this property distribution is 25.0%.
- The 75th percentile value is 45.0%.
- The benchmark is 25.0% to 45.0%.
- The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range.
- Performance of PMC1 is not satisfactory (20%<benchmark range)
- PMC7 and PMC8 are excelling. (50%, 55%>benchmark range) "
ChatCDP,Conversion Analytics,Metadata,Lede,Applied to Leased Ratio,Clean,How do you define this metric?,Applied to Leased Ratio,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
ChatCDP,Conversion Analytics,Metadata,Lede,Applied to Leased Ratio,Clean,How do you define this metric?,A2L %,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
ChatCDP,Conversion Analytics,Metadata,Lede,Applied to Leased Ratio,Clean,How do you define this metric?,A2L Ratio,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
ChatCDP,Conversion Analytics,Metadata,Lede,Applied to Leased Ratio,Clean,How do you define this metric?,Applied to Leased %,"A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC).  

Performance of properties lying within this range is satisfactory for your PMC."
