instruction,input,output,metric,hierarchy,metadata_column_name
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of Applied to Leased Duration', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Applied to Leased Duration,Property Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of Applied to Leased Duration', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Applied to Leased Duration,Property Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a comprehensive example of how Applied to Leased Duration is derived', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Applied to Leased Duration,Property Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the current multifamily benchmark for Applied to Leased Ratio?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me the Applied to Leased Ratio for multifamily benchmark.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Can you tell me the Applied to Leased Ratio at multifamily level?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide an example of the benchmark for Applied to Leased Ratio in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can the benchmark for Applied to Leased Ratio be exemplified in multifamily?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Illustrate the benchmark for Applied to Leased Ratio in multifamily industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why is the benchmark for Applied to Leased Ratio important in multifamily?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How is the benchmark for Applied to Leased Ratio applied in this industry from a marketing standpoint?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why do we need to measure the benchmark for Applied to Leased Ratio in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Elaborate on the benchmark for Applied to Leased Ratio in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed explanation of the benchmark for Applied to Leased Ratio in multifamily.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do I calculate the benchmark for Applied to Leased Ratio in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of the benchmark for Applied to Leased Ratio in multifamily', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of the benchmark for Applied to Leased Ratio in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Applied to Leased Ratio,Multifamily Level,Godeeper.Example
